instruction,response,text
Wat ass d'Meenung vum Auteur iwwer d'Verglach tëscht de Schied vum Passivfëmmen an aneren Ëmweltfaktoren?,"Den Auteur ass der Meenung, dass aner Ëmweltfaktoren, wéi den Ofgas vun de Fabriken, den Smog an verschidden chemesch Stoffer, wesentlech méi Schued unrichten als Passivfëmmen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Meenung vum Auteur iwwer d'Verglach tëscht de Schied vum Passivfëmmen an aneren Ëmweltfaktoren?

###Response: Den Auteur ass der Meenung, dass aner Ëmweltfaktoren, wéi den Ofgas vun de Fabriken, den Smog an verschidden chemesch Stoffer, wesentlech méi Schued unrichten als Passivfëmmen."
Wie huet de Jamie Heinen sech an der Kategorie 85cc zu Winningen am Mee 2019 klasséiert?,De Jamie Heinen huet sech an der Kategorie 85cc zu Winningen am Mee 2019 als Éischten klasséiert.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wie huet de Jamie Heinen sech an der Kategorie 85cc zu Winningen am Mee 2019 klasséiert?

###Response: De Jamie Heinen huet sech an der Kategorie 85cc zu Winningen am Mee 2019 als Éischten klasséiert."
Wéi vill Lëtzebuerger Piloten hu bei der 4. Manche vum Lëtzebuerger Motocross-Championnat zu Winningen am Mee 2019 matgemaach?,"Et goufen 19 Lëtzebuerger Piloten an der Kategorie 65cc, an et goufen och nach vill anere Lëtzebuerger Piloten an anere Kategorien.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi vill Lëtzebuerger Piloten hu bei der 4. Manche vum Lëtzebuerger Motocross-Championnat zu Winningen am Mee 2019 matgemaach?

###Response: Et goufen 19 Lëtzebuerger Piloten an der Kategorie 65cc, an et goufen och nach vill anere Lëtzebuerger Piloten an anere Kategorien."
Wie war de beschte Lëtzebuerger Pilot an der Kategorie Débutants zu Winningen am Mee 2019?,"De Ben Hilges war de beschte Lëtzebuerger Pilot an der Kategorie Débutants zu Winningen am Mee 2019, hie gouf Drëtten.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wie war de beschte Lëtzebuerger Pilot an der Kategorie Débutants zu Winningen am Mee 2019?

###Response: De Ben Hilges war de beschte Lëtzebuerger Pilot an der Kategorie Débutants zu Winningen am Mee 2019, hie gouf Drëtten."
Wat war de Resultat vum Dylan de Figueiredo an der Kategorie Cup MX2 zu Winningen am Mee 2019?,Den Dylan de Figueiredo huet seng 2 Manchë gewonnen an ass Éischten ginn an der Kategorie Cup MX2 zu Winningen am Mee 2019.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat war de Resultat vum Dylan de Figueiredo an der Kategorie Cup MX2 zu Winningen am Mee 2019?

###Response: Den Dylan de Figueiredo huet seng 2 Manchë gewonnen an ass Éischten ginn an der Kategorie Cup MX2 zu Winningen am Mee 2019."
Wie war de beschte Lëtzebuerger Pilot an der Kategorie Prestige MX2 zu Winningen am Mee 2019?,"De Dany Casoli war de beschte Lëtzebuerger Pilot an der Kategorie Prestige MX2 zu Winningen am Mee 2019, hie gouf 18.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wie war de beschte Lëtzebuerger Pilot an der Kategorie Prestige MX2 zu Winningen am Mee 2019?

###Response: De Dany Casoli war de beschte Lëtzebuerger Pilot an der Kategorie Prestige MX2 zu Winningen am Mee 2019, hie gouf 18."
Ginn déi 2 Gewënner vun den 2 Partien am Grupp B vun der EM 2012 den 17. Juni 2012.,Däitschland a Portugal hunn déi 2 Partien am Grupp B gewonnen.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn déi 2 Gewënner vun den 2 Partien am Grupp B vun der EM 2012 den 17. Juni 2012.

###Response: Däitschland a Portugal hunn déi 2 Partien am Grupp B gewonnen."
Wéi war déi éischt Halschent vun der Partie Portugal-Holland den 17. Juni 2012?,Holland hat an den éischten 10 Minutten direkt Drock no vir gemaach a goung an der 11. Minutt no Pass vum Robben op de Van der Vaart mat 1:0 a Féierung. Duerno huet Portugal awer emmer besser an Spill fonnt.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi war déi éischt Halschent vun der Partie Portugal-Holland den 17. Juni 2012?

###Response: Holland hat an den éischten 10 Minutten direkt Drock no vir gemaach a goung an der 11. Minutt no Pass vum Robben op de Van der Vaart mat 1:0 a Féierung. Duerno huet Portugal awer emmer besser an Spill fonnt."
Wéi hat de Ronaldo an der Partie Portugal-Holland den 17. Juni 2012 gespillt?,De Ronaldo huet an der 28.' no Pass vum Pereira zum 1:1 ausgläichen. Hien huet och nach an der 74.' no engem Ballverloscht vum Van der Vaart an der Konter zum 2:1 fir Portugal getraff.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi hat de Ronaldo an der Partie Portugal-Holland den 17. Juni 2012 gespillt?

###Response: De Ronaldo huet an der 28.' no Pass vum Pereira zum 1:1 ausgläichen. Hien huet och nach an der 74.' no engem Ballverloscht vum Van der Vaart an der Konter zum 2:1 fir Portugal getraff."
Wéi war déi 2. Partie vum Grupp B Dänemark-Däitschland den 17. Juni 2012?,"Däitschland war déi besser Equipe, mee op der anerer Säit hunn se ze vill Chancen net genotzt. Däitschland huet sech mat engem 2:1 géint Dänemark fir 1/4-Finale qualifizéiert.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi war déi 2. Partie vum Grupp B Dänemark-Däitschland den 17. Juni 2012?

###Response: Däitschland war déi besser Equipe, mee op der anerer Säit hunn se ze vill Chancen net genotzt. Däitschland huet sech mat engem 2:1 géint Dänemark fir 1/4-Finale qualifizéiert."
Wéi hat de Lars Bender an der Partie Dänemark-Däitschland den 17. Juni 2012 gespillt?,De Lars Bender huet an der 80.' no Pass vum Özil aus 12 Meter zum 2:1 fir Däitschland getraff.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi hat de Lars Bender an der Partie Dänemark-Däitschland den 17. Juni 2012 gespillt?

###Response: De Lars Bender huet an der 80.' no Pass vum Özil aus 12 Meter zum 2:1 fir Däitschland getraff."
Wat ass d'Meenung vun der Chambre de Commerce iwwer de Staatsbudget 2019?,"D'Chambre de Commerce ass der Meenung, datt de Staatsbudget net genuch laangfristeg Léisungen virgesäit an ze vill ofhängeg vun der Croissance ass.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Meenung vun der Chambre de Commerce iwwer de Staatsbudget 2019?

###Response: D'Chambre de Commerce ass der Meenung, datt de Staatsbudget net genuch laangfristeg Léisungen virgesäit an ze vill ofhängeg vun der Croissance ass."
"Wat huet den Direkter Carlo Thelen proposéiert, fir d'Zukunft vun der Lëtzebuerger Wirtschaft ze sichern?","Den Direkter Carlo Thelen huet proposéiert, 1 Prozent vum PIB vun de lafenden Depensë bei d'Investitiounen eriwwer ze huelen an eng national Kommissioun fir d'ëffentlech Investitiounen ze schafen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat huet den Direkter Carlo Thelen proposéiert, fir d'Zukunft vun der Lëtzebuerger Wirtschaft ze sichern?

###Response: Den Direkter Carlo Thelen huet proposéiert, 1 Prozent vum PIB vun de lafenden Depensë bei d'Investitiounen eriwwer ze huelen an eng national Kommissioun fir d'ëffentlech Investitiounen ze schafen."
Wat ass d'Situatioun vun der Lëtzebuerger Wirtschaft am Joer 2019?,"D'Situatioun vun der Lëtzebuerger Wirtschaft ass am Joer 2019 ganz gutt, mä et gëtt net genuch fir d'Zukunft geplangt.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Situatioun vun der Lëtzebuerger Wirtschaft am Joer 2019?

###Response: D'Situatioun vun der Lëtzebuerger Wirtschaft ass am Joer 2019 ganz gutt, mä et gëtt net genuch fir d'Zukunft geplangt."
Wat ass d'Problem mat de Steierreform an dem Klimapakt am Budget 2019?,"D'Steierreform an de Klimapakt goufen net am Budget 2019 consideréiert, wat bedeit, datt den Impakt op d'Recette nach net bekannt ass.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Problem mat de Steierreform an dem Klimapakt am Budget 2019?

###Response: D'Steierreform an de Klimapakt goufen net am Budget 2019 consideréiert, wat bedeit, datt den Impakt op d'Recette nach net bekannt ass."
"Wat ass d'Fuerderung vun der Chambre de Commerce fir d'Entreprise, déi vun de Steierrulingen vu virun 2015 betraff sinn?","D'Chambre de Commerce proposéiert der Regierung eng Iwwergangsléisung bis Enn 2020, fir datt d'Entreprise sech besser preparéiere kéinten, well d'Steierrulingen vu virun 2015 alleguer vum 1. Januar 2020 un net méi gëllen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Fuerderung vun der Chambre de Commerce fir d'Entreprise, déi vun de Steierrulingen vu virun 2015 betraff sinn?

###Response: D'Chambre de Commerce proposéiert der Regierung eng Iwwergangsléisung bis Enn 2020, fir datt d'Entreprise sech besser preparéiere kéinten, well d'Steierrulingen vu virun 2015 alleguer vum 1. Januar 2020 un net méi gëllen."
Wat ass de Kontext vun der Explosioun an der Munitiounsfabrik a Griichenland den 28. Juli 2023?,"Den 28. Juli 2023 koum et duerch e Bëschbrand zu enger Explosioun an engem Munitiounslager an Zentralgriicheland. D'Autoritéiten hunn Evakuéierungen ordonéiert an de Pompjeeën, Police a Fräiwëlleger hunn déi ganz Nuecht op en Donneschdeg versicht, d'Feier an der Ëmgéigend vun der Hafestad Volos an de Grëff ze kréien.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de Kontext vun der Explosioun an der Munitiounsfabrik a Griichenland den 28. Juli 2023?

###Response: Den 28. Juli 2023 koum et duerch e Bëschbrand zu enger Explosioun an engem Munitiounslager an Zentralgriicheland. D'Autoritéiten hunn Evakuéierungen ordonéiert an de Pompjeeën, Police a Fräiwëlleger hunn déi ganz Nuecht op en Donneschdeg versicht, d'Feier an der Ëmgéigend vun der Hafestad Volos an de Grëff ze kréien."
Wéi vill Mënsche goufen evakuéiert an wou goufen se bruecht?,"Bis ewell goufen 130 Mënsche mat Booter a Sécherheet bruecht. Dräi Patrullebooter vun der Garde côte, 22 Yachten an zwee Schleefbooter hunn gehollef, d'Bewunner aus dem Hafe vun Nea Anchialos an den Hafe vu Volos ze bréngen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi vill Mënsche goufen evakuéiert an wou goufen se bruecht?

###Response: Bis ewell goufen 130 Mënsche mat Booter a Sécherheet bruecht. Dräi Patrullebooter vun der Garde côte, 22 Yachten an zwee Schleefbooter hunn gehollef, d'Bewunner aus dem Hafe vun Nea Anchialos an den Hafe vu Volos ze bréngen."
Wat fir Waffen a Material goufen an der Munitiounsfabrik gelagert?,"An der Hal Waffen aus F-16-Kampfjetten, Marschfluchkierper souwéi 450 an 900 Kilogramm schwéier Bomme goufen an der Munitiounsfabrik gelagert.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat fir Waffen a Material goufen an der Munitiounsfabrik gelagert?

###Response: An der Hal Waffen aus F-16-Kampfjetten, Marschfluchkierper souwéi 450 an 900 Kilogramm schwéier Bomme goufen an der Munitiounsfabrik gelagert."
Wat ass d'Situatioun an der Regioun ronderëm d'Stad Volos?,"Sechs Gemengen an Dierfer ronderëm d'Stad goufen en Donneschdeg de Moie fréi evakuéiert, weider Uertschafte sinn an Alarmbereetschaft. D'Industriegebitt bleift bis op Weideres zou.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Situatioun an der Regioun ronderëm d'Stad Volos?

###Response: Sechs Gemengen an Dierfer ronderëm d'Stad goufen en Donneschdeg de Moie fréi evakuéiert, weider Uertschafte sinn an Alarmbereetschaft. D'Industriegebitt bleift bis op Weideres zou."
Wat ass de Wiederbericht fir déi nächste Deeg?,"Zwar soll et an den nächsten Deeg e bëssen ofkillen, dofir gëtt awer vill Loft virausgesot.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de Wiederbericht fir déi nächste Deeg?

###Response: Zwar soll et an den nächsten Deeg e bëssen ofkillen, dofir gëtt awer vill Loft virausgesot."
Wat ass de legale Kader fir Geldspiller an de Caféen a Baren zu Lëtzebuerg?,"Et gëtt e klore legale Kader fir Geldspiller an de Caféen a Baren zu Lëtzebuerg. Am Juli 2019 goufen Perquisitiounen a Saisien op e puer Plazen gemaach, fir z'evitéieren, datt d'illegal Glécksspiller sech weider verbreeden.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de legale Kader fir Geldspiller an de Caféen a Baren zu Lëtzebuerg?

###Response: Et gëtt e klore legale Kader fir Geldspiller an de Caféen a Baren zu Lëtzebuerg. Am Juli 2019 goufen Perquisitiounen a Saisien op e puer Plazen gemaach, fir z'evitéieren, datt d'illegal Glécksspiller sech weider verbreeden."
"Wéi kontrolléiert d'Regierung déi Internetspiller, déi vu Lëtzebuerg aus ugebuede ginn?","Et ass méi schwéier ze kontrolléieren, well den Operateur vum Spill sech un déi jeeweileg Legislatioun vum Land, an deem e wunnt, muss halen. Zu Lëtzebuerg ka sech keng Societéit nidderloossen, déi Geldspiller via Internet ubitt.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi kontrolléiert d'Regierung déi Internetspiller, déi vu Lëtzebuerg aus ugebuede ginn?

###Response: Et ass méi schwéier ze kontrolléieren, well den Operateur vum Spill sech un déi jeeweileg Legislatioun vum Land, an deem e wunnt, muss halen. Zu Lëtzebuerg ka sech keng Societéit nidderloossen, déi Geldspiller via Internet ubitt."
"Wat ass d'Prozedur fir d'Finanzstréim iwwerwaacht ze ginn, fir Versich vu Fraude a Geldwäscherei ze detektéieren?","D'Loterie Nationale vun all Client fuerdert, datt dee sech online enregistréiert, fir datt seng Identitéit iwwerpréift ka ginn. Wat de Gewënn vu Suen ugeet, ginn déi via Online-Account vum Client iwwerwisen, allerdéngs just bis zu 750 Euro.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Prozedur fir d'Finanzstréim iwwerwaacht ze ginn, fir Versich vu Fraude a Geldwäscherei ze detektéieren?

###Response: D'Loterie Nationale vun all Client fuerdert, datt dee sech online enregistréiert, fir datt seng Identitéit iwwerpréift ka ginn. Wat de Gewënn vu Suen ugeet, ginn déi via Online-Account vum Client iwwerwisen, allerdéngs just bis zu 750 Euro."
Wéi gëtt de Benefice vun der Loterie Nationale zu Lëtzebuerg iwwerwaacht?,"De Benefice vun der Loterie Nationale wier iwwerdeems iwwert déi lescht Joren stabel bliwwen, wouduerch net intervenéiert misst ginn, fir eventuell Perte vun der Oeuvre Nationale ze kompenséieren.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi gëtt de Benefice vun der Loterie Nationale zu Lëtzebuerg iwwerwaacht?

###Response: De Benefice vun der Loterie Nationale wier iwwerdeems iwwert déi lescht Joren stabel bliwwen, wouduerch net intervenéiert misst ginn, fir eventuell Perte vun der Oeuvre Nationale ze kompenséieren."
"Wat ass d'Datum vun der Newsartikel, déi iwwer d'illegal Geldspiller zu Lëtzebuerg schwätzt?",D'Datum vun der Newsartikel ass den 6. August 2019.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Datum vun der Newsartikel, déi iwwer d'illegal Geldspiller zu Lëtzebuerg schwätzt?

###Response: D'Datum vun der Newsartikel ass den 6. August 2019."
Ginn mir d'Plaz vu Lëtzebuerg am Korruptiounsindex 2018.,Lëtzebuerg läit op der 9. Plaz weltwäit am Korruptiounsindex 2018.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn mir d'Plaz vu Lëtzebuerg am Korruptiounsindex 2018.

###Response: Lëtzebuerg läit op der 9. Plaz weltwäit am Korruptiounsindex 2018."
Wat ass d'Punktzuel vu Lëtzebuerg am Korruptiounsindex 2018?,Lëtzebuerg kënnt op 81 vun 100 Punkten am Korruptiounsindex 2018.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Punktzuel vu Lëtzebuerg am Korruptiounsindex 2018?

###Response: Lëtzebuerg kënnt op 81 vun 100 Punkten am Korruptiounsindex 2018."
Ginn mir den Datum wéini d'Ergebnisser vum Korruptiounsindex 2018 publizéiert goufen.,Den 29. Januar 2019 goufen d'Ergebnisser vum Korruptiounsindex 2018 publizéiert.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Ginn mir den Datum wéini d'Ergebnisser vum Korruptiounsindex 2018 publizéiert goufen.

###Response: Den 29. Januar 2019 goufen d'Ergebnisser vum Korruptiounsindex 2018 publizéiert."
Wat sinn déi dräi Länner déi am Korruptiounsindex 2018 op de leschte Plaze leien?,"Déi dräi Länner déi am Korruptiounsindex 2018 op de leschte Plaze leien, sinn de Südsudan, Syrien a Somalia.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat sinn déi dräi Länner déi am Korruptiounsindex 2018 op de leschte Plaze leien?

###Response: Déi dräi Länner déi am Korruptiounsindex 2018 op de leschte Plaze leien, sinn de Südsudan, Syrien a Somalia."
Wat ass d'Moyenne vun de Punkten am Korruptiounsindex 2018 fir all 180 Länner?,D'Moyenne vun de Punkten am Korruptiounsindex 2018 fir all 180 Länner läit bei 43.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Moyenne vun de Punkten am Korruptiounsindex 2018 fir all 180 Länner?

###Response: D'Moyenne vun de Punkten am Korruptiounsindex 2018 fir all 180 Länner läit bei 43."
Wat ass de System vun de Walmänner an de USA? Erkläre mengem wéi et funktionéiert.,"De System vun de Walmänner an de USA ass esou opgebaut, datt de Wieler net direkt de Präsident wielt, mä Walmänner, déi dann am Dezember an enger Versammlung iwwert den neie Präsident ofstëmmen. Jeder Bundesstat huet eng bestëmmte Zuel vu Walmänner, déi vu de Wieler gewielt ginn. De Kandidat, deen déi meescht Walmänner huet, gëtt zum Präsident gewielt.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de System vun de Walmänner an de USA? Erkläre mengem wéi et funktionéiert.

###Response: De System vun de Walmänner an de USA ass esou opgebaut, datt de Wieler net direkt de Präsident wielt, mä Walmänner, déi dann am Dezember an enger Versammlung iwwert den neie Präsident ofstëmmen. Jeder Bundesstat huet eng bestëmmte Zuel vu Walmänner, déi vu de Wieler gewielt ginn. De Kandidat, deen déi meescht Walmänner huet, gëtt zum Präsident gewielt."
Wat ass d'Roll vun den Auslandsamerikaner bei de Präsidentewalen? Kënnen si matwielen?,"Ja, Auslandsamerikaner kënnen matwielen. Si kënnen sech als ""Absentee Voters"" aschreiwe loossen an dann hire Walziedel per Post, Fax oder E-Mail schécken. Hir Stëmm gëtt dann mat all deenen aneren zesumme gezielt.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Roll vun den Auslandsamerikaner bei de Präsidentewalen? Kënnen si matwielen?

###Response: Ja, Auslandsamerikaner kënnen matwielen. Si kënnen sech als ""Absentee Voters"" aschreiwe loossen an dann hire Walziedel per Post, Fax oder E-Mail schécken. Hir Stëmm gëtt dann mat all deenen aneren zesumme gezielt."
Wat sinn d'Argumenter fir an géint den demokratesche Kandidat Barack Obama?,"Fir den Obama schwätzen seng politesch Erfahrungen, seng Fähigkeit, Leit z'inspiréieren, an seng Pläng fir d'Wirtschaft an d'Gesundheetswiesen. Géint hien schwätzen seng fehlend Erfahrungen als Staatschef an seng politesch Positionen, déi vu ville Leit als ze lénks ugesi ginn.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat sinn d'Argumenter fir an géint den demokratesche Kandidat Barack Obama?

###Response: Fir den Obama schwätzen seng politesch Erfahrungen, seng Fähigkeit, Leit z'inspiréieren, an seng Pläng fir d'Wirtschaft an d'Gesundheetswiesen. Géint hien schwätzen seng fehlend Erfahrungen als Staatschef an seng politesch Positionen, déi vu ville Leit als ze lénks ugesi ginn."
Wat ass d'Bedeitung vun der Sarah Palin als Vize-Präsidentschaftskandidatin?,"D'Sarah Palin ass déi éischt Fra, déi als Vize-Präsidentschaftskandidatin vun enger grousser Partei an de USA nominiéiert gouf. Hir Nominatioun war e strategesche Schachzug vum John McCain, fir méi Fraen an déi konservativ Wäler fir sich ze gewannen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Bedeitung vun der Sarah Palin als Vize-Präsidentschaftskandidatin?

###Response: D'Sarah Palin ass déi éischt Fra, déi als Vize-Präsidentschaftskandidatin vun enger grousser Partei an de USA nominiéiert gouf. Hir Nominatioun war e strategesche Schachzug vum John McCain, fir méi Fraen an déi konservativ Wäler fir sich ze gewannen."
Wat ass d'Situatioun an Amerika virun de Präsidentewalen 2008?,"D'Situatioun an Amerika virun de Präsidentewalen 2008 ass gespannt. Déi zwee Kandidaten, Barack Obama an John McCain, sinn no zesumme réckelt an d'Sondagen. D'Wirtschaftskris an d'Krich am Irak sinn déi wichtegst Theemen, déi vu ville Leit diskutéiert ginn.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Situatioun an Amerika virun de Präsidentewalen 2008?

###Response: D'Situatioun an Amerika virun de Präsidentewalen 2008 ass gespannt. Déi zwee Kandidaten, Barack Obama an John McCain, sinn no zesumme réckelt an d'Sondagen. D'Wirtschaftskris an d'Krich am Irak sinn déi wichtegst Theemen, déi vu ville Leit diskutéiert ginn."
Wat ass de 5. Juli 2018 bei Facebook geschitt?,"Bei Facebook ass e Bug geschitt, deen onfräiwëlleg Leit deblockéiert huet, wat zu Konsequenzen gefouert huet, dass blockéiert Leit Accès zu Contenuen kruten, déi mat engem méi breede Public gedeelt gouf.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass de 5. Juli 2018 bei Facebook geschitt?

###Response: Bei Facebook ass e Bug geschitt, deen onfräiwëlleg Leit deblockéiert huet, wat zu Konsequenzen gefouert huet, dass blockéiert Leit Accès zu Contenuen kruten, déi mat engem méi breede Public gedeelt gouf."
Wéi vill Leit waren vum 29. Mee bis de 5. Juni 2018 vun dëser Pann betraff?,Ronn 800.000 Leit waren vun dëser Pann betraff.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi vill Leit waren vum 29. Mee bis de 5. Juni 2018 vun dëser Pann betraff?

###Response: Ronn 800.000 Leit waren vun dëser Pann betraff."
"Wat huet Facebook ënnerholl, fir déi betraffe Leit ze informéieren?","Facebook huet confirméiert, dass déi betraffe Leit mat enger spezieller Noriicht informéiert géife ginn, an dass dës Campagne soll dës ganz Woch organiséiert ginn.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat huet Facebook ënnerholl, fir déi betraffe Leit ze informéieren?

###Response: Facebook huet confirméiert, dass déi betraffe Leit mat enger spezieller Noriicht informéiert géife ginn, an dass dës Campagne soll dës ganz Woch organiséiert ginn."
"Wat ass d'Konsequenz vun dëser Pann fir déi Leit, déi dës Funktioun benotzen, well se Affer vu Mobbing op der Plattform waren?","Fir déi Leit, déi dës Funktioun benotzen, well se Affer vu Mobbing op der Plattform waren, ass et scho beängschtegend, well si Accès zu Contenuen kruten, déi mat engem méi breede Public gedeelt gouf.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat ass d'Konsequenz vun dëser Pann fir déi Leit, déi dës Funktioun benotzen, well se Affer vu Mobbing op der Plattform waren?

###Response: Fir déi Leit, déi dës Funktioun benotzen, well se Affer vu Mobbing op der Plattform waren, ass et scho beängschtegend, well si Accès zu Contenuen kruten, déi mat engem méi breede Public gedeelt gouf."
Wat huet Facebook zanter dem Skandal vu Cambridge Analytica ënnerholl?,"Facebook huet zanter dem Skandal vu Cambridge Analytica eng grouss Botz lancéiert, déi Firmen oder Gruppe verbidden, déi iwwer Appen d'Privatsphär vun de Useren net respektéieren.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wat huet Facebook zanter dem Skandal vu Cambridge Analytica ënnerholl?

###Response: Facebook huet zanter dem Skandal vu Cambridge Analytica eng grouss Botz lancéiert, déi Firmen oder Gruppe verbidden, déi iwwer Appen d'Privatsphär vun de Useren net respektéieren."
"Gitt mir de Resultat vum Match tëscht Houwald a Berbuerg vum 7. Spilldag, de 17. November 2018.",Den DT Houwald huet sech mat 6:1 géint Berbuerg duerchgesetzt.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Gitt mir de Resultat vum Match tëscht Houwald a Berbuerg vum 7. Spilldag, de 17. November 2018.

###Response: Den DT Houwald huet sech mat 6:1 géint Berbuerg duerchgesetzt."
Wéi war de Verlaf vum Match tëscht Eiter/Waldbriedemes an Hueschtert/Folscht vum 7. Spilldag?,"Et war e ganz spannende Match tëscht deenen 2 Ekippen. Nodeems eng Ekipp a Féierung gaangen ass, konnt déi aner am Match drop ëmmer nees direkt ausgläichen. De Match ass mat 5:5 op en Enn gaangen.","The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi war de Verlaf vum Match tëscht Eiter/Waldbriedemes an Hueschtert/Folscht vum 7. Spilldag?

###Response: Et war e ganz spannende Match tëscht deenen 2 Ekippen. Nodeems eng Ekipp a Féierung gaangen ass, konnt déi aner am Match drop ëmmer nees direkt ausgläichen. De Match ass mat 5:5 op en Enn gaangen."
"Gitt mir d'Nimm vun de Spiller, déi fir Diddeleng gewonnen hunn, am Match géint Iechternach vum 7. Spilldag.",De Gilles Michely an de Zoltan Fejer-Konnerth hu mat all kéiers 2 Victoiren fir dësen Erfolleg gesuergt. De Fabi Santomauro an de Vincent Kempf hunn hire Dubbel gewonnen.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Gitt mir d'Nimm vun de Spiller, déi fir Diddeleng gewonnen hunn, am Match géint Iechternach vum 7. Spilldag.

###Response: De Gilles Michely an de Zoltan Fejer-Konnerth hu mat all kéiers 2 Victoiren fir dësen Erfolleg gesuergt. De Fabi Santomauro an de Vincent Kempf hunn hire Dubbel gewonnen."
Wéi war de Resultat vum Match tëscht Rued a Nidderkäerjeng vum leschte Weekend?,Rued konnt sech mat 6:0 géint Nidderkäerjeng duerchsetzen.,"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Wéi war de Resultat vum Match tëscht Rued a Nidderkäerjeng vum leschte Weekend?

###Response: Rued konnt sech mat 6:0 géint Nidderkäerjeng duerchsetzen."
Gitt mir de Link fir all d'Resultater an d'Tabell am Iwwerbléck vum 7. Spilldag.,LINK: All d'Resultater an d'Tabell am Iwwerbléck (kuckt den Artikel fir de Link),"The following provides an instruction in form of a question.   Give a response that answers the question accurately.   

###Instruction: Gitt mir de Link fir all d'Resultater an d'Tabell am Iwwerbléck vum 7. Spilldag.

###Response: LINK: All d'Resultater an d'Tabell am Iwwerbléck (kuckt den Artikel fir de Link)"
